0	154.928	31398	48576.8	24104.9
100010	1.24383	17670.4	31572	15623.2
200020	0.760824	1900.43	3336.5	1640.43
300030	0.637002	3210.51	6300.24	3078.65
400040	0.803478	1133.46	2240.24	1086.53
500050	0.147602	1251.23	2558.49	1230.93
600060	0.42793	801.67	1439.03	684.581
700070	0.301044	524.278	1098.56	523.354
800080	0.19188	315.277	855.757	403.696
900090	0.519559	201.385	716.046	335.362
1.0001e+06	0.106958	163.057	590.962	264.121
1.10011e+06	0.334227	161.019	501.131	229.456
1.20012e+06	0.460193	138.346	473.006	222.052
1.30013e+06	0.760256	102.275	485.858	217.845
1.40014e+06	0.869768	77.3802	463.981	213.12
1.50015e+06	0.205616	50.6973	417.112	189.932
1.60016e+06	0.512241	33.4697	370.36	167.041
1.70017e+06	0.329804	70.3255	377.324	177.847
1.80018e+06	0.424337	27.1354	168.194	78.6593
1.90019e+06	0.383091	17.9915	112.166	47.1598
2.0002e+06	0.548536	25.6349	103.42	54.9331
2.10021e+06	0.0662495	45.5115	110.736	54.2994
2.20022e+06	0.383789	69.5979	121.536	52.2847
2.30023e+06	0.780006	104.417	98.1446	47.8944
2.40024e+06	0.912564	48.2631	44.3992	9.30488
2.50025e+06	0.535918	30.8737	52.2561	16.6692
2.60026e+06	0.268127	35.6373	42.1182	24.7228
2.70027e+06	0.577675	31.1205	64.7792	27.6763
2.80028e+06	0.148378	22.0922	65.423	31.2012
2.90029e+06	0.234469	18.4135	67.8348	26.8333
3.0003e+06	0.448122	20.4573	54.4197	24.4025
3.10031e+06	0.204288	25.1433	24.5176	16.8748
3.20032e+06	0.304564	19.1051	23.1729	13.8867
3.30033e+06	0.415175	16.2118	68.2965	38.7172
3.40034e+06	0.427378	50.0692	212.718	108.874
3.50035e+06	0.583096	118.609	562.342	287.389
3.60036e+06	0.516177	53.6623	416.701	212.171
3.70037e+06	0.308423	15.2982	340.312	168.642
3.80038e+06	0.204513	6.37731	321.857	158.517
3.90039e+06	0.165004	10.7011	342.82	167.065
4.0004e+06	0.323087	10.9714	390.079	190.44
4.10041e+06	0.213436	11.908	530.975	258.128
4.20042e+06	0.703063	43.6803	676.918	314.827
4.30043e+06	0.716463	43.335	468.277	204.501
4.40044e+06	0.758781	26.1444	240.567	101.918
4.50045e+06	0.441887	20.7166	140.298	72.1974
4.60046e+06	0.236117	26.3743	71.3406	59.5194
4.70047e+06	0.116162	24.2604	54.5837	38.9861
4.80048e+06	0.716258	19.6442	47.0163	24.2825
4.90049e+06	0.491856	5.93302	43.7909	15.1044
5.0005e+06	0.58361	5.76232	28.9926	12.0035
5.10051e+06	1.28985	25.3312	13.3381	7.77453
5.20052e+06	0.516554	13.5053	8.28821	4.0152
5.30053e+06	0.2285	8.17869	6.68026	3.42643
5.40054e+06	0.045957	3.96154	14.6749	3.78263
5.50055e+06	0.0628864	4.259	2.29643	1.72076
5.60056e+06	0.249604	3.23049	3.50748	4.4577
5.70057e+06	0.551314	6.42721	9.45548	3.95883
5.80058e+06	0.757183	8.8918	12.7533	4.77709
5.90059e+06	0.0635648	9.76164	13.2099	5.48459
6.0006e+06	0.242919	11.3457	14.3343	10.7903
6.10061e+06	0.363126	8.96585	14.5667	9.22343
6.20062e+06	0.134169	8.45686	16.544	3.48227
6.30063e+06	0.208903	9.98806	6.93336	5.69988
6.40064e+06	0.0556403	8.27775	12.9174	3.35356
6.50065e+06	0.606605	3.35254	12.6677	9.61446
6.60066e+06	0.135978	10.3975	16.5511	11.6683
6.70067e+06	0.266355	8.7966	24.7178	10.2425
6.80068e+06	0.430763	11.8742	19.0005	11.232
6.90069e+06	0.27985	9.65646	19.0403	11.434
7.0007e+06	0.284561	6.01156	12.3199	7.7513
7.10071e+06	0.399851	3.25347	9.624	5.43052
7.20072e+06	0.624444	2.28582	17.2656	10.7811
7.30073e+06	0.614585	9.14259	20.536	14.503
7.40074e+06	0.166899	12.8146	21.5516	13.1007
7.50075e+06	0.156894	17.3123	24.33	15.5426
7.60076e+06	0.0879898	14.0896	32.2751	11.616
7.70077e+06	0.265481	8.28848	21.5186	6.99669
7.80078e+06	0.797929	5.27588	22.5577	10.5367
7.90079e+06	0.211503	3.12326	14.6019	9.27027
