0	163.197	31498.2	48566.4	24122.3
100010	1.63028	17675.5	31547.2	15621.6
200020	0.49428	1898.68	3337.55	1639.67
300030	0.674283	3213.19	6297.48	3074.34
400040	0.25634	1130.96	2237.83	1090.33
500050	0.215903	1252.2	2554.29	1227.07
600060	0.922056	800.257	1432.67	687.29
700070	0.0863545	525.161	1106.44	530.207
800080	0.424421	317.243	860.84	401.391
900090	0.344747	204.266	726.648	331.072
1.0001e+06	0.412887	161.379	583.347	263.842
1.10011e+06	0.426427	154.391	496.126	224.379
1.20012e+06	0.339808	132.314	485.527	217.35
1.30013e+06	0.812961	104.899	493.142	227.858
1.40014e+06	0.0752458	81.4056	474.323	215.612
1.50015e+06	0.579725	46.2741	415.831	189.497
1.60016e+06	0.741907	29.5602	376.821	171.887
1.70017e+06	0.0818511	68.739	389.527	176.55
1.80018e+06	0.109151	30.332	175.497	78.5981
1.90019e+06	0.0839562	13.3157	113.22	52.6626
2.0002e+06	0.754453	34.2847	110.445	54.5387
2.10021e+06	0.391617	48.0807	121.941	56.1441
2.20022e+06	0.252211	70.3497	118.939	54.5614
2.30023e+06	0.493244	104.853	102.677	51.6257
2.40024e+06	0.166073	53	40.9752	7.04532
2.50025e+06	0.758474	35.0943	51.538	16.7034
2.60026e+06	0.216735	34.4664	58.1178	22.348
2.70027e+06	0.270273	25.5681	69.8463	29.5074
2.80028e+06	0.121237	18.8594	71.1498	31.5763
2.90029e+06	0.6149	22.1135	61.0493	29.5047
3.0003e+06	0.345586	26.5332	46.0321	24.893
3.10031e+06	0.353231	22.044	25.6969	11.4669
3.20032e+06	0.380546	16.5424	11.2524	13.063
3.30033e+06	0.143257	18.1613	67.5228	36.8335
3.40034e+06	0.145601	52.0373	210.625	108.927
3.50035e+06	0.316894	116.39	570.388	288.635
3.60036e+06	0.240198	53.5229	422.629	214.578
3.70037e+06	0.616993	16.2977	339.791	166.452
3.80038e+06	0.434479	5.61361	318.189	161.551
3.90039e+06	0.338247	13.8808	335.087	160.279
4.0004e+06	0.371832	9.63873	395.401	186.629
4.10041e+06	0.255844	12.0772	538.397	258.179
4.20042e+06	0.616204	49.4343	680.903	314.054
4.30043e+06	0.190706	41.0662	451.088	199.925
4.40044e+06	0.197632	21.2855	230.404	109.382
4.50045e+06	0.607817	24.5396	132.15	67.6118
4.60046e+06	0.267217	30.0878	76.7048	53.7296
4.70047e+06	0.0860151	22.7714	58.9104	41.4994
4.80048e+06	0.500174	23.8102	46.8721	23.7562
4.90049e+06	0.571116	4.32463	40.4137	17.6132
5.0005e+06	0.366401	11.6776	29.9455	6.25787
5.10051e+06	1.00398	19.6513	8.91502	5.50701
5.20052e+06	0.551478	13.4745	8.92896	4.38142
5.30053e+06	0.188456	13.2454	1.13722	2.12648
5.40054e+06	0.726797	7.89882	10.5145	6.20203
5.50055e+06	0.410259	7.12972	3.67647	3.26185
5.60056e+06	0.322294	9.31857	5.13801	5.53904
5.70057e+06	0.649987	10.0614	4.31254	1.46792
5.80058e+06	0.56576	10.3453	13.1944	1.60801
5.90059e+06	0.0895787	12.9048	15.6372	3.17876
6.0006e+06	0.334416	7.87298	19.7077	6.95788
6.10061e+06	0.442922	11.2037	19.42	3.59691
6.20062e+06	0.143495	12.7918	9.79523	6.25932
6.30063e+06	0.168722	8.36065	9.46336	5.66358
6.40064e+06	0.360094	6.72486	4.08004	6.53521
6.50065e+06	0.278658	8.46303	21.5224	3.34448
6.60066e+06	0.25614	10.1899	10.7929	8.1358
6.70067e+06	0.298097	8.91445	18.8901	14.1853
6.80068e+06	0.354715	12.1586	26.7344	8.69835
6.90069e+06	0.237537	8.38438	18.3525	7.19187
7.0007e+06	0.523799	3.82	10.5613	7.59106
7.10071e+06	0.0683409	4.89152	15.9086	4.66877
7.20072e+06	0.312474	1.58713	19.7771	8.36197
7.30073e+06	0.348304	9.75802	27.8675	14.1039
7.40074e+06	0.270547	12.1752	25.5171	13.0419
7.50075e+06	0.601775	13.4218	25.4995	13.3738
7.60076e+06	0.575463	11.9218	26.232	13.4695
7.70077e+06	0.710141	6.24514	14.4746	14.4055
7.80078e+06	0.504438	3.28398	19.1847	11.3221
7.90079e+06	0.382466	6.18577	15.252	12.5705
