-1e-06	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.99e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.98e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.97e-07	-0.015	-0.2	-0.00884997	-7.8375	
-9.96e-07	-0.015	-0.1375	0.00365003	-7.8375	
-9.95e-07	-0.00874998	-0.2	0.00365003	-7.8375	
-9.94e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.93e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.92e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.91e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.9e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.89e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.88e-07	-0.015	-0.1375	0.00365003	-7.8375	
-9.87e-07	-0.015	-0.1375	0.00365003	-7.8375	
-9.86e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.85e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.84e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.83e-07	-0.00874998	-0.2	0.00365003	-7.8375	
-9.82e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.81e-07	-0.00874998	-0.1375	-0.00884997	-7.8375	
-9.8e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.79e-07	-0.00249998	-0.2	0.00365003	-7.8375	
-9.78e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.77e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.76e-07	-0.00874998	-0.1375	0.00365003	-7.8375	
-9.75e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.74e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.73e-07	-0.00874998	-0.2	-0.00884997	-7.8375	
-9.72e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.71e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.7e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.69e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.68e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.67e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.66e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.65e-07	-0.00874998	-0.2	-0.00884997	-7.8375	
-9.64e-07	-0.015	-0.2625	0.00365003	-7.8375	
-9.63e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.62e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.61e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.6e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.59e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.58e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.57e-07	-0.00874998	-0.2	-0.00884997	-7.8375	
-9.56e-07	-0.015	-0.2625	0.00365003	-7.8375	
-9.55e-07	-0.015	-0.1375	0.00365003	-7.8375	
-9.54e-07	-0.00874998	-0.2	0.00365003	-7.8375	
-9.53e-07	-0.00874998	-0.2	0.00365003	-7.8375	
-9.52e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.51e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.5e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.49e-07	-0.00874998	-0.1375	-0.00884997	-7.8375	
-9.48e-07	-0.00874998	-0.2625	0.00365003	-7.8375	
-9.47e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.46e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.45e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.44e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.43e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.42e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.41e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.4e-07	-0.015	-0.2	0.00990003	-7.8375	
-9.39e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.38e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.37e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-9.36e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.35e-07	-0.015	-0.2625	-0.00259997	-7.8375	
-9.34e-07	-0.015	-0.2625	0.00365003	-7.8375	
-9.33e-07	-0.015	-0.1375	-0.00884997	-7.8375	
-9.32e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.31e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.3e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.29e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.28e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.27e-07	-0.015	-0.2	-0.00884997	-7.8375	
-9.26e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.25e-07	-0.015	-0.1375	-0.00884997	-7.8375	
-9.24e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.23e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.22e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.21e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.2e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.19e-07	-0.02125	-0.2625	-0.00259997	-7.8375	
-9.18e-07	-0.015	-0.2625	-0.00259997	-7.8375	
-9.17e-07	-0.015	-0.2	-0.00884997	-7.8375	
-9.16e-07	-0.015	-0.2	0.00365003	-7.8375	
-9.15e-07	-0.015	-0.1375	0.00365003	-7.8375	
-9.14e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-9.13e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.12e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.11e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.1e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.09e-07	-0.015	-0.1375	-0.00884997	-7.8375	
-9.08e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.07e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.06e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.05e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.04e-07	-0.015	-0.1375	-0.00259997	-7.8375	
-9.03e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-9.02e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9.01e-07	-0.015	-0.2	-0.00259997	-7.8375	
-9e-07	-0.015	-0.2	0.00365003	-7.8375	
-8.99e-07	-0.015	-0.2	0.00365003	-7.8375	
-8.98e-07	-0.015	-0.2	-0.00259997	-7.8375	
-8.97e-07	-0.015	-0.1375	0.00365003	-7.8375	
-8.96e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-8.95e-07	-0.015	-0.2625	-0.00259997	-7.8375	
-8.94e-07	-0.015	-0.1375	0.00365003	-7.8375	
-8.93e-07	-0.00874998	-0.2	-0.00884997	-7.8375	
-8.92e-07	-0.015	-0.2	0.00990003	-7.8375	
-8.91e-07	-0.015	-0.2	0.00365003	-7.8375	
-8.9e-07	-0.015	-0.2625	-0.00259997	-7.8375	
-8.89e-07	-0.00874998	-0.2	-0.00259997	-7.8375	
-8.88e-07	-0.00874998	-0.1375	-0.00259997	-7.8375	
-8.87e-07	-0.015	-0.2	-0.00259997	-7.8375	
-8.86e-07	-0.00874998	-0.2625	0.00365003	-7.8375	
-8.85e-07	-0.00874998	-0.2625	-0.00884997	-7.8375	
-8.84e-07	-0.015	-0.2625	0.00365003	-7.8375	
-8.83e-07	-0.015	-0.2	0.00365003	-7.8375	
-8.82e-07	-0.00874998	-0.2625	-0.00259997	-7.8375	
-8.81e-07	-0.015	-0.2625	-0.00259997	-7.8375	
