0   -1.06e-06   -0.0299219   0.00046875   -0.02   -0.0400781
1   -1.059e-06   -0.0305469   -0.0101563   -0.0489844   -0.0105469
2   -1.058e-06   -0.0203906   -0.000625   -0.0605469   -0.0295313
3   -1.057e-06   -0.0196875   0.000390625   -0.0402344   -0.0500781
4   -1.056e-06   -0.03   -0.02   -0.03   -0.0391406
5   -1.055e-06   -0.0201563   0.00015625   -0.02   -0.00992188
6   -1.054e-06   -0.0203125   -0.0105469   -0.0299219   -0.0310156
7   -1.053e-06   -0.05   -0.02   -0.0101563   -0.0290625
8   -1.052e-06   -0.0194531   -0.0204688   -0.0400781   -0.0102344
9   -1.051e-06   -0.0300781   -0.0403125   -0.01   -0.0410156
10   -1.05e-06   -0.0197656   -0.0292969   -0.0204688   -0.0501562
11   -1.049e-06   -0.03   -0.00992188   -0.04   -0.05
12   -1.048e-06   -0.0298438   -0.0102344   -0.04   -0.02
13   -1.047e-06   -0.0109375   -0.02   -0.0201563   -0.019375
14   -1.046e-06   0.00078125   -0.0107813   -0.0296094   -0.0502344
15   -1.045e-06   -0.0292188   0.00015625   -0.0299219   -0.0203125
16   -1.044e-06   -0.03   -0.00992188   -0.03   -0.0399219
17   -1.043e-06   -0.0301562   -0.0100781   -0.02   -0.04
18   -1.042e-06   -0.0200781   -0.01   -0.0401562   -0.03
19   -1.041e-06   -0.04   -0.00992188   -0.03   -0.0299219
20   -1.04e-06   -0.0299219   -0.0200781   -0.0397656   -0.0194531
21   -1.039e-06   -0.0402344   -0.00992188   -0.0197656   -0.031875
22   -1.038e-06   -0.029375   -0.0101563   -0.0416406   -0.0801562
23   -1.037e-06   -0.0196875   -0.0203906   -0.0596875   -0.0399219
24   -1.036e-06   -0.0096875   -0.0292969   -0.0298438   -0.0505469
25   -1.035e-06   -0.00992188   0.0100781   -0.0496875   -0.0500781
26   -1.034e-06   -0.03   -0.01   -0.0503906   -0.04
27   -1.033e-06   -0.0200781   0.000234375   -0.0207031   -0.0401562
28   -1.032e-06   -0.0298438   -0.0285156   -0.0292188   -0.0304687
29   -1.031e-06   -0.0096875   -0.0205469   -0.0395313   -0.029375
